Nome,Razão Social,Codigo,Setor,Segmento
VERSALHES RECEBÍVEIS IMOBILIÁRIOS - FDO. INV. IMOB,FII VERS CRI,VSLH,Fundo de Papel,Papéis
VIC DESENVOLVIMENTO VINTAGE 20/21 FUND INVEST IMOB,FII VIC DES,VIDS,Fundo Misto,Fundo de Desenvolvimento
VIC DESENVOLVIMENTO VINTAGE 22/23 FDO DE INV IMOB,FII VIC VIN,VDSV,Fundo Misto,Indefinido
VINCI CREDIT SECURITIES FUNDO DE INVESTIMENTO IMOB,FII VINCI CR,VCRI,Fundo de Papel,Papéis
VINCI IMÓVEIS URBANOS FDO. DE INV. IMOB.,FII VINCI IU,VIUR,Fundo Misto,Misto
VINCI INSTRUMENTOS FINANCEIROS FDO INV IMOB - FII,FII VINCI IF,VIFI,Fundo de Papel,Fundo de Fundos
VINCI LOGÍSTICA FDO INV IMOB - FII,FII VINCI LG,VILG,Fundo de Tijolo,Imóveis Industriais e Logísticos
VINCI OFFICES FDO INV IMOB,FII VINCI OF,VINO,Fundo de Tijolo,Lajes Corporativas
VINCI SHOPPING CENTERS FDO INVEST IMOB - FII,FII VINCI SC,VISC,Fundo de Tijolo,Shoppings
WARREN SECURITIES FDO DE INV IMOB - FII,FII WARREN,WSEC,Fundo Misto,Indefinido
WHG FINVEST SP REALTY FDO DE INV IMOB - FII,FII WHG F SP,SPDE,Fundo Misto,Indefinido
WHG REAL ESTATE FUNDO DE INVESTIMENTO IMOBILIÁRIO,FII WHG REAL,WHGR,Fundo Misto,Indefinido
XP CORPORATE MACAÉ FDO INV IMOB - FII,FII XP MACAE,XPCM,Fundo de Tijolo,Lajes Corporativas
XP CREDITO IMOBILIÁRIO - FDO INV IMOB,FII XP CRED,XPCI,Fundo de Papel,Papéis
XP INDUSTRIAL FDO INV IMOB - FII,FII XP INDL,XPIN,Fundo de Tijolo,Imóveis Industriais e Logísticos
XP LOG FDO INV IMOB - FII,FII XP LOG,XPLG,Fundo de Tijolo,Imóveis Industriais e Logísticos
XP MALLS FDO INV IMOB FII,FII XP MALLS,XPML,Fundo de Tijolo,Shoppings
XP PROPERTIES FDO. INV. IMOB.,FII XP PROP,XPPR,Fundo de Tijolo,Lajes Corporativas
XP SELECTION FDO DE FUNDOS INV IMOB - FII,FII XP SELEC,XPSF,Fundo de Papel,Fundo de Fundos
YUCA FDO INV. IMOB.,FII YUCA,YUFI,Fundo Misto,Fundo de Desenvolvimento
ZAVIT CRÉDITO IMOBILIÁRIO - FDO INV IMOB,FII ZAVIT C,ZAVC,Fundo Misto,Indefinido
ZAVIT REAL ESTATE FUND - FDO INV IMOB,FII ZAVIT R,ZAVI,Fundo Misto,Indefinido
ZION CAPITAL FUNDO DE INVESTIMENTO IMOBILIÁRIO FII,FII ZION,ZIFI,Fundo Misto,Fundo de Desenvolvimento
